bucket,domain,url,tranco_rank,predicted_model,model_confidence,predicted_industry,predicted_revenue,revenue_confidence,is_real_business,model_ok,true_model,industry_ok,true_industry,true_revenue,notes
shopify_ver,youthdreamsproject.co.uk,https://youthdreamsproject.co.uk,\N,Ecommerce,0.86,,<$1M,0.79,y,n,LocalBusiness,n,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Sports coaching and youth development. Programs in 36+ schools, multi-location franchises (Cambridge, Oxford, Leicester). 1-10 employees verified but larger scale suggests mid-range revenue."
shopify_ver,zoombikes.co.uk,https://zoombikes.co.uk,\N,Ecommerce,0.96,Travel,<$1M,0.83,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: E-bike and petrol bike/quad retailer. UK-based at Binfield, Bracknell. Multiple product lines, established e-commerce platform."
shopify_ver,zoomhealth.co.uk,https://zoomhealth.co.uk,\N,Ecommerce,0.94,Healthcare,<$1M,0.73,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Home health test kits, medical devices retailer. Operating since 2007, NHS supplier status. Same-day UK shipping. 1-10 employees verified."
unclassified_plain,applepropertiesllc.com,https://applepropertiesllc.com,\N,Newsletter,0.48,,<$1M,0.78,,,,,,,"gv4 | AI: Could not fetch (SSL error). Based on name suggests property/real estate business, but cannot verify."
unclassified_plain,embodiedbyjustice.com,https://embodiedbyjustice.com,\N,Newsletter,0.74,,<$1M,0.66,y,n,LocalBusiness,n,Wellness/Coaching,,"gv4 | AI: Personal brand/coaching business offering styling, cooking advice, space design, spellmaking. Membership model ($10-35/mo). Predicted Newsletter but is membership-based personal services/coaching."
unclassified_plain,horeweek.com,https://horeweek.com,\N,Newsletter,0.85,Travel,<$1M,0.67,y,n,Media,y,,,"gv4 | AI: Hospitality industry events and content platform covering hotels, restaurants, F&B, design, wellness. Bulgaria-focused. Generates revenue via industry events/conferences. Predicted Newsletter but is event-driven media platform."
unclassified_plain,lavishguestbooks.ca,https://lavishguestbooks.ca,\N,Newsletter,0.47,,<$1M,0.79,n,,,,,,gv4 | AI: Parked WordPress site on Bluehost (Coming Soon); no actual business content
unclassified_plain,murmagic.com,https://murmagic.com,\N,Newsletter,0.57,,<$1M,0.84,n,n,,,,,"gv4 | AI: Under-construction website with Russian maintenance message. Pre-launch placeholder for stickers/journals business, not yet operational. Cannot evaluate model/industry on non-operational site."
unclassified_plain,ocean-odyssey.com,https://ocean-odyssey.com,\N,Newsletter,0.62,Travel,$1M-$10M,0.75,y,n,LocalBusiness,n,Vacation Rental & Hospitality,,"gv4 | AI: Vacation rental management company on Oregon Coast (Yachats, Newport region), family-owned. Likely 1-10 employees. Predicted Newsletter wrong; this is LocalBusiness."
unclassified_plain,parrocchiatessera.it,https://parrocchiatessera.it,\N,,\N,,<$1M,0.59,n,n,Nonprofit,,,,"gv4 | AI: Parish church institutional website, not a commercial business"
unclassified_plain,totcandmore.com,https://totcandmore.com,\N,Newsletter,0.75,,<$1M,0.88,n,n,,,,,gv4 | AI: 404 Not Found; dead or parked domain
unclassified_plain,vinegrad.com,https://vinegrad.com,\N,Newsletter,0.52,,<$1M,0.72,n,n,Media,n,,,"gv4 | AI: Personal portfolio for writer Michael Vinegrad—articles on sacred art, not commercial business or newsletter."
unclassified_plain,xentuzumab.nl,https://xentuzumab.nl,\N,,\N,,<$1M,0.74,n,n,,n,,,gv4 | AI: Pharmaceutical product domain name (monoclonal antibody). Redirects to Boehringer-Ingelheim corporate. No independent business.
unclassified_ver,anpost.com,https://anpost.com,42362,Newsletter,0.51,,$10M-$100M,0.88,y,n,Government,n,Government/Financial Services,$100M-$1B,gv4 [VERIFIED revenue $100M-$1B (source wikidata); VERIFIED employees 5001+ (source wikidata)] | AI: An Post: Ireland's state-owned postal & financial services. Regulated by Central Bank of Ireland. Verified $100M-$1B.
unclassified_ver,cleopatrasneedle.co.uk,https://cleopatrasneedle.co.uk,\N,Newsletter,0.6,Ecommerce & Retail,<$1M,0.71,y,n,Ecommerce,y,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Needlecraft and tapestry kit retailer since 1991, Leicestershire"
unclassified_ver,coop.se,https://coop.se,29751,Newsletter,0.6,Food & Beverage,$10M-$100M,0.94,y,n,Ecommerce,y,,$1B+,"gv4 [VERIFIED revenue $1B+ (source wikidata)] | AI: Swedish grocery retailer with online and physical stores, large enterprise"
unclassified_ver,cotelandesnaturetourisme.com,https://cotelandesnaturetourisme.com,\N,,\N,,<$1M,0.71,y,n,Consulting,n,LocalBusiness,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Regional tourism board for Côte Landes in southwestern France
unclassified_ver,dailymotion.com,https://dailymotion.com,406,Newsletter,0.44,,$100M-$1B,0.99,y,n,Media,n,Media,,"gv4 [VERIFIED employees 51-500 (source sirene)] | AI: Video sharing platform, YouTube alternative, operational business"
unclassified_ver,dt-heating.co.uk,https://dt-heating.co.uk,\N,,\N,,<$1M,0.79,y,n,LocalBusiness,n,LocalBusiness,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Heating and plumbing services in Cheltenham, Worcester Bosch installer"
unclassified_ver,ffe.org,https://ffe.org,1167369,Newsletter,0.6,Education,<$1M,0.79,y,n,Nonprofit,n,Education,,gv4 [VERIFIED employees 11-50 (source wikidata)] | AI: Foundation for Excellence: nonprofit awarding scholarships to students in India. 501(c)(3) US charity. Employees 11-50. Predicted Newsletter but is nonprofit education organization.
unclassified_ver,jpeachey.co.uk,https://jpeachey.co.uk,\N,Newsletter,0.49,DevTools,<$1M,0.69,n,,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Personal hobby website (RISC OS software downloads, book reviews); not a commercial business"
unclassified_ver,labouscule.com,https://labouscule.com,3288250,Newsletter,0.56,Travel,<$1M,0.73,y,n,Media,n,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French media platform (sustainable living); founded 2011 with journalists; freemium + donations model; 1-10 employees
unclassified_ver,rochefortenterre-tourisme.bzh,https://rochefortenterre-tourisme.bzh,1572464,,\N,,<$1M,0.81,y,n,Consulting,n,Marketing/Agency,,"gv4 [VERIFIED employees 11-50 (source sirene)] | AI: Redirects to Raccourci.fr (digital agency for tourism), not a tourism destination; B2B agency (40 experts, 27 years, 500+ destinations)"
